Via_de_acesso;UF;nome_pais_correto;mes;ano;Chegadas
Aérea;Rio de Janeiro;Afeganistão;Janeiro;2025;1
Aérea;São Paulo;Afeganistão;Janeiro;2025;3
Terrestre;Paraná;Afeganistão;Janeiro;2025;2
Terrestre;Santa Catarina;Afeganistão;Janeiro;2025;4
Terrestre;Santa Catarina;Afeganistão;Janeiro;2025;2
Terrestre;Rio Grande do Sul;Afeganistão;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Afeganistão;Janeiro;2025;4
Terrestre;Rio Grande do Sul;Afeganistão;Janeiro;2025;7
Terrestre;Rio Grande do Sul;Afeganistão;Janeiro;2025;1
Marítima;Santa Catarina;Afeganistão;Janeiro;2025;5
Aérea;Amazonas;Albânia;Janeiro;2025;2
Aérea;Ceará;Albânia;Janeiro;2025;1
Aérea;Pernambuco;Albânia;Janeiro;2025;3
Aérea;Bahia;Albânia;Janeiro;2025;2
Aérea;Rio de Janeiro;Albânia;Janeiro;2025;42
Aérea;São Paulo;Albânia;Janeiro;2025;1
Aérea;São Paulo;Albânia;Janeiro;2025;20
Aérea;Santa Catarina;Albânia;Janeiro;2025;1
Terrestre;Paraná;Albânia;Janeiro;2025;1
Marítima;Bahia;Albânia;Janeiro;2025;1
Marítima;Santa Catarina;Albânia;Janeiro;2025;1
Marítima;Santa Catarina;Albânia;Janeiro;2025;1
Aérea;Amazonas;Alemanha;Janeiro;2025;47
Aérea;Pará;Alemanha;Janeiro;2025;66
Aérea;Ceará;Alemanha;Janeiro;2025;467
Aérea;Rio Grande do Norte;Alemanha;Janeiro;2025;83
Aérea;Pernambuco;Alemanha;Janeiro;2025;1
Aérea;Pernambuco;Alemanha;Janeiro;2025;448
Aérea;Alagoas;Alemanha;Janeiro;2025;13
Aérea;Bahia;Alemanha;Janeiro;2025;1
Aérea;Bahia;Alemanha;Janeiro;2025;715
Aérea;Minas Gerais;Alemanha;Janeiro;2025;288
Aérea;Rio de Janeiro;Alemanha;Janeiro;2025;4200
Aérea;São Paulo;Alemanha;Janeiro;2025;104
Aérea;São Paulo;Alemanha;Janeiro;2025;8270
Aérea;Paraná;Alemanha;Janeiro;2025;16
Aérea;Paraná;Alemanha;Janeiro;2025;16
Aérea;Santa Catarina;Alemanha;Janeiro;2025;302
Aérea;Rio Grande do Sul;Alemanha;Janeiro;2025;32
Aérea;Goiás;Alemanha;Janeiro;2025;1
Aérea;Distrito Federal;Alemanha;Janeiro;2025;205
Terrestre;Rondônia;Alemanha;Janeiro;2025;6
Terrestre;Acre;Alemanha;Janeiro;2025;6
Terrestre;Amazonas;Alemanha;Janeiro;2025;29
Terrestre;Roraima;Alemanha;Janeiro;2025;6
Terrestre;Roraima;Alemanha;Janeiro;2025;11
Terrestre;Amapá;Alemanha;Janeiro;2025;2
Terrestre;Paraná;Alemanha;Janeiro;2025;370
Terrestre;Paraná;Alemanha;Janeiro;2025;1158
Terrestre;Paraná;Alemanha;Janeiro;2025;1
Terrestre;Santa Catarina;Alemanha;Janeiro;2025;5
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2025;82
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2025;7
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2025;3
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2025;18
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2025;15
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2025;27
Terrestre;Mato Grosso do Sul;Alemanha;Janeiro;2025;16
Terrestre;Mato Grosso do Sul;Alemanha;Janeiro;2025;7
Terrestre;Mato Grosso;Alemanha;Janeiro;2025;1
Marítima;Ceará;Alemanha;Janeiro;2025;175
Marítima;Pernambuco;Alemanha;Janeiro;2025;16
Marítima;Pernambuco;Alemanha;Janeiro;2025;828
Marítima;Bahia;Alemanha;Janeiro;2025;346
Marítima;Rio de Janeiro;Alemanha;Janeiro;2025;2
Marítima;Rio de Janeiro;Alemanha;Janeiro;2025;59
Marítima;São Paulo;Alemanha;Janeiro;2025;11
Marítima;Paraná;Alemanha;Janeiro;2025;1
Marítima;Santa Catarina;Alemanha;Janeiro;2025;26
Marítima;Santa Catarina;Alemanha;Janeiro;2025;26
Fluvial;Pará;Alemanha;Janeiro;2025;15
Fluvial;Amapá;Alemanha;Janeiro;2025;38
Fluvial;Rio Grande do Sul;Alemanha;Janeiro;2025;1
Fluvial;Rio Grande do Sul;Alemanha;Janeiro;2025;6
Aérea;Bahia;Andorra;Janeiro;2025;3
Aérea;Rio de Janeiro;Andorra;Janeiro;2025;2
Aérea;São Paulo;Andorra;Janeiro;2025;1
Aérea;São Paulo;Andorra;Janeiro;2025;8
Aérea;Distrito Federal;Andorra;Janeiro;2025;1
Terrestre;Paraná;Andorra;Janeiro;2025;7
Terrestre;Santa Catarina;Andorra;Janeiro;2025;1
Marítima;Bahia;Andorra;Janeiro;2025;1
Marítima;Rio de Janeiro;Andorra;Janeiro;2025;1
Aérea;Pernambuco;Angola;Janeiro;2025;3
Aérea;Alagoas;Angola;Janeiro;2025;1
Aérea;Bahia;Angola;Janeiro;2025;3
Aérea;Rio de Janeiro;Angola;Janeiro;2025;12
Aérea;São Paulo;Angola;Janeiro;2025;1
Aérea;São Paulo;Angola;Janeiro;2025;733
Aérea;Santa Catarina;Angola;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Angola;Janeiro;2025;1
Aérea;Rio de Janeiro;Antilhas Holandesas;Janeiro;2025;1
Aérea;Santa Catarina;Antilhas Holandesas;Janeiro;2025;1
Marítima;Santa Catarina;Antilhas Holandesas;Janeiro;2025;1
Aérea;Rio de Janeiro;Antígua e Barbuda;Janeiro;2025;3
Aérea;São Paulo;Antígua e Barbuda;Janeiro;2025;5
Terrestre;Paraná;Antígua e Barbuda;Janeiro;2025;1
Marítima;Pernambuco;Antígua e Barbuda;Janeiro;2025;1
Marítima;Santa Catarina;Antígua e Barbuda;Janeiro;2025;1
Aérea;Amazonas;Argentina;Janeiro;2025;11
Aérea;Pará;Argentina;Janeiro;2025;14
Aérea;Ceará;Argentina;Janeiro;2025;1636
Aérea;Rio Grande do Norte;Argentina;Janeiro;2025;2048
Aérea;Paraíba;Argentina;Janeiro;2025;11
Aérea;Pernambuco;Argentina;Janeiro;2025;2250
Aérea;Alagoas;Argentina;Janeiro;2025;1997
Aérea;Bahia;Argentina;Janeiro;2025;3751
Aérea;Bahia;Argentina;Janeiro;2025;9450
Aérea;Minas Gerais;Argentina;Janeiro;2025;581
Aérea;Rio de Janeiro;Argentina;Janeiro;2025;92168
Aérea;São Paulo;Argentina;Janeiro;2025;417
Aérea;São Paulo;Argentina;Janeiro;2025;49055
Aérea;São Paulo;Argentina;Janeiro;2025;2
Aérea;Paraná;Argentina;Janeiro;2025;37
Aérea;Paraná;Argentina;Janeiro;2025;996
Aérea;Santa Catarina;Argentina;Janeiro;2025;61917
Aérea;Santa Catarina;Argentina;Janeiro;2025;14
Aérea;Rio Grande do Sul;Argentina;Janeiro;2025;45
Aérea;Mato Grosso do Sul;Argentina;Janeiro;2025;7
Aérea;Distrito Federal;Argentina;Janeiro;2025;2108
Terrestre;Rondônia;Argentina;Janeiro;2025;4
Terrestre;Acre;Argentina;Janeiro;2025;8
Terrestre;Amazonas;Argentina;Janeiro;2025;9
Terrestre;Roraima;Argentina;Janeiro;2025;1
Terrestre;Roraima;Argentina;Janeiro;2025;13
Terrestre;Amapá;Argentina;Janeiro;2025;1
Terrestre;Paraná;Argentina;Janeiro;2025;818
Terrestre;Paraná;Argentina;Janeiro;2025;12030
Terrestre;Paraná;Argentina;Janeiro;2025;67287
Terrestre;Paraná;Argentina;Janeiro;2025;81
Terrestre;Paraná;Argentina;Janeiro;2025;14
Terrestre;Paraná;Argentina;Janeiro;2025;488
Terrestre;Santa Catarina;Argentina;Janeiro;2025;48659
Terrestre;Santa Catarina;Argentina;Janeiro;2025;27426
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;185
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;2
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;3506
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;5668
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;10934
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;83408
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;101
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;69952
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2025;261100
Terrestre;Mato Grosso do Sul;Argentina;Janeiro;2025;103
Terrestre;Mato Grosso do Sul;Argentina;Janeiro;2025;105
Marítima;Bahia;Argentina;Janeiro;2025;7
Marítima;Santa Catarina;Argentina;Janeiro;2025;7
Marítima;Rio de Janeiro;Argentina;Janeiro;2025;8
Marítima;Rio de Janeiro;Argentina;Janeiro;2025;7874
Marítima;São Paulo;Argentina;Janeiro;2025;1221
Marítima;São Paulo;Argentina;Janeiro;2025;2157
Marítima;Paraná;Argentina;Janeiro;2025;2806
Marítima;Santa Catarina;Argentina;Janeiro;2025;12408
Marítima;Santa Catarina;Argentina;Janeiro;2025;10
Marítima;Santa Catarina;Argentina;Janeiro;2025;4654
Marítima;Rio Grande do Sul;Argentina;Janeiro;2025;22
Fluvial;Amapá;Argentina;Janeiro;2025;1
Fluvial;Santa Catarina;Argentina;Janeiro;2025;252
Fluvial;Rio Grande do Sul;Argentina;Janeiro;2025;8318
Fluvial;Rio Grande do Sul;Argentina;Janeiro;2025;10155
Aérea;Pernambuco;Argélia;Janeiro;2025;1
Aérea;Rio de Janeiro;Argélia;Janeiro;2025;10
Aérea;São Paulo;Argélia;Janeiro;2025;24
Terrestre;Amapá;Argélia;Janeiro;2025;1
Terrestre;Paraná;Argélia;Janeiro;2025;1
Terrestre;Santa Catarina;Argélia;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Argélia;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Argélia;Janeiro;2025;2
Terrestre;Rio Grande do Sul;Argélia;Janeiro;2025;7
Marítima;Santa Catarina;Argélia;Janeiro;2025;1
Fluvial;Rio Grande do Sul;Argélia;Janeiro;2025;2
Fluvial;Rio Grande do Sul;Argélia;Janeiro;2025;1
Aérea;Rio de Janeiro;Armênia;Janeiro;2025;24
Aérea;São Paulo;Armênia;Janeiro;2025;64
Aérea;Santa Catarina;Armênia;Janeiro;2025;1
Terrestre;Paraná;Armênia;Janeiro;2025;1
Terrestre;Paraná;Armênia;Janeiro;2025;7
Terrestre;Santa Catarina;Armênia;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Armênia;Janeiro;2025;5
Terrestre;Rio Grande do Sul;Armênia;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Armênia;Janeiro;2025;9
Aérea;Ceará;Arábia Saudita;Janeiro;2025;2
Aérea;Rio de Janeiro;Arábia Saudita;Janeiro;2025;40
Aérea;São Paulo;Arábia Saudita;Janeiro;2025;19
Terrestre;Paraná;Arábia Saudita;Janeiro;2025;2
Terrestre;Rio Grande do Sul;Arábia Saudita;Janeiro;2025;1
Aérea;Amazonas;Austrália;Janeiro;2025;9
Aérea;Pará;Austrália;Janeiro;2025;1
Aérea;Ceará;Austrália;Janeiro;2025;2
Aérea;Pernambuco;Austrália;Janeiro;2025;3
Aérea;Bahia;Austrália;Janeiro;2025;8
Aérea;Minas Gerais;Austrália;Janeiro;2025;16
Aérea;Rio de Janeiro;Austrália;Janeiro;2025;1706
Aérea;São Paulo;Austrália;Janeiro;2025;2
Aérea;São Paulo;Austrália;Janeiro;2025;3205
Aérea;Paraná;Austrália;Janeiro;2025;22
Aérea;Paraná;Austrália;Janeiro;2025;12
Aérea;Santa Catarina;Austrália;Janeiro;2025;29
Aérea;Rio Grande do Sul;Austrália;Janeiro;2025;12
Aérea;Distrito Federal;Austrália;Janeiro;2025;19
Terrestre;Amazonas;Austrália;Janeiro;2025;3
Terrestre;Roraima;Austrália;Janeiro;2025;3
Terrestre;Roraima;Austrália;Janeiro;2025;3
Terrestre;Paraná;Austrália;Janeiro;2025;2
Terrestre;Paraná;Austrália;Janeiro;2025;30
Terrestre;Paraná;Austrália;Janeiro;2025;801
Terrestre;Santa Catarina;Austrália;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2025;12
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2025;4
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2025;3
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2025;1
Terrestre;Mato Grosso do Sul;Austrália;Janeiro;2025;2
Marítima;Ceará;Austrália;Janeiro;2025;73
Marítima;Pernambuco;Austrália;Janeiro;2025;1
Marítima;Pernambuco;Austrália;Janeiro;2025;1
Marítima;Bahia;Austrália;Janeiro;2025;17
Marítima;Rio de Janeiro;Austrália;Janeiro;2025;121
Marítima;Santa Catarina;Austrália;Janeiro;2025;6
Marítima;Santa Catarina;Austrália;Janeiro;2025;24
Fluvial;Pará;Austrália;Janeiro;2025;11
Fluvial;Amapá;Austrália;Janeiro;2025;31
Fluvial;Rio Grande do Sul;Austrália;Janeiro;2025;1
Aérea;Bahia;Azerbaijão;Janeiro;2025;1
Aérea;Rio de Janeiro;Azerbaijão;Janeiro;2025;8
Aérea;São Paulo;Azerbaijão;Janeiro;2025;7
Aérea;Distrito Federal;Azerbaijão;Janeiro;2025;3
Terrestre;Paraná;Azerbaijão;Janeiro;2025;2
Aérea;Rio de Janeiro;Bahamas;Janeiro;2025;2
Aérea;São Paulo;Bahamas;Janeiro;2025;21
Aérea;Rio de Janeiro;Bangladesh;Janeiro;2025;3
Aérea;São Paulo;Bangladesh;Janeiro;2025;25
Aérea;Distrito Federal;Bangladesh;Janeiro;2025;1
Aérea;Rio de Janeiro;Barbados;Janeiro;2025;9
Aérea;São Paulo;Barbados;Janeiro;2025;4
Aérea;Paraná;Barbados;Janeiro;2025;1
Aérea;Distrito Federal;Barbados;Janeiro;2025;1
Terrestre;Paraná;Barbados;Janeiro;2025;2
Fluvial;Amapá;Barbados;Janeiro;2025;2
Aérea;São Paulo;Barein;Janeiro;2025;2
Aérea;Rio de Janeiro;Belize;Janeiro;2025;1
Aérea;São Paulo;Belize;Janeiro;2025;13
Aérea;Distrito Federal;Belize;Janeiro;2025;3
Terrestre;Paraná;Belize;Janeiro;2025;1
Terrestre;Mato Grosso do Sul;Belize;Janeiro;2025;1
Aérea;Ceará;Benin;Janeiro;2025;2
Aérea;Rio de Janeiro;Benin;Janeiro;2025;1
Aérea;São Paulo;Benin;Janeiro;2025;22
Aérea;Amazonas;Bielorússia;Janeiro;2025;1
Aérea;Ceará;Bielorússia;Janeiro;2025;2
Aérea;Bahia;Bielorússia;Janeiro;2025;3
Aérea;Rio de Janeiro;Bielorússia;Janeiro;2025;22
Aérea;São Paulo;Bielorússia;Janeiro;2025;1
Aérea;São Paulo;Bielorússia;Janeiro;2025;50
Aérea;Santa Catarina;Bielorússia;Janeiro;2025;1
Aérea;Distrito Federal;Bielorússia;Janeiro;2025;1
Terrestre;Amazonas;Bielorússia;Janeiro;2025;1
Terrestre;Paraná;Bielorússia;Janeiro;2025;1
Terrestre;Paraná;Bielorússia;Janeiro;2025;1
Terrestre;Paraná;Bielorússia;Janeiro;2025;11
Aérea;Amazonas;Bolívia;Janeiro;2025;1
Aérea;Ceará;Bolívia;Janeiro;2025;1
Aérea;Rio Grande do Norte;Bolívia;Janeiro;2025;1
Aérea;Bahia;Bolívia;Janeiro;2025;4
Aérea;Minas Gerais;Bolívia;Janeiro;2025;3
Aérea;Rio de Janeiro;Bolívia;Janeiro;2025;162
Aérea;São Paulo;Bolívia;Janeiro;2025;3
Aérea;São Paulo;Bolívia;Janeiro;2025;6482
Aérea;Paraná;Bolívia;Janeiro;2025;8
Aérea;Paraná;Bolívia;Janeiro;2025;5
Aérea;Santa Catarina;Bolívia;Janeiro;2025;88
Aérea;Rio Grande do Sul;Bolívia;Janeiro;2025;1
Aérea;Distrito Federal;Bolívia;Janeiro;2025;10
Terrestre;Rondônia;Bolívia;Janeiro;2025;406
Terrestre;Rondônia;Bolívia;Janeiro;2025;6
Terrestre;Acre;Bolívia;Janeiro;2025;55
Terrestre;Acre;Bolívia;Janeiro;2025;524
Terrestre;Acre;Bolívia;Janeiro;2025;2
Terrestre;Amazonas;Bolívia;Janeiro;2025;1
Terrestre;Amapá;Bolívia;Janeiro;2025;1
Terrestre;Paraná;Bolívia;Janeiro;2025;455
Terrestre;Paraná;Bolívia;Janeiro;2025;301
Terrestre;Paraná;Bolívia;Janeiro;2025;5
Terrestre;Santa Catarina;Bolívia;Janeiro;2025;40
Terrestre;Santa Catarina;Bolívia;Janeiro;2025;4
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2025;21
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2025;2
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2025;76
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2025;46
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2025;318
Terrestre;Mato Grosso do Sul;Bolívia;Janeiro;2025;9249
Terrestre;Mato Grosso do Sul;Bolívia;Janeiro;2025;28
Terrestre;Mato Grosso;Bolívia;Janeiro;2025;129
Marítima;Rio de Janeiro;Bolívia;Janeiro;2025;13
Marítima;São Paulo;Bolívia;Janeiro;2025;3
Marítima;São Paulo;Bolívia;Janeiro;2025;6
Marítima;Paraná;Bolívia;Janeiro;2025;4
Marítima;Santa Catarina;Bolívia;Janeiro;2025;55
Marítima;Santa Catarina;Bolívia;Janeiro;2025;17
Fluvial;Amapá;Bolívia;Janeiro;2025;1
Fluvial;Rio Grande do Sul;Bolívia;Janeiro;2025;3
Fluvial;Rio Grande do Sul;Bolívia;Janeiro;2025;3
Aérea;São Paulo;Botsuana;Janeiro;2025;8
Aérea;Amazonas;Bulgária;Janeiro;2025;2
Aérea;Ceará;Bulgária;Janeiro;2025;1
Aérea;Rio Grande do Norte;Bulgária;Janeiro;2025;2
Aérea;Pernambuco;Bulgária;Janeiro;2025;1
Aérea;Bahia;Bulgária;Janeiro;2025;7
Aérea;Rio de Janeiro;Bulgária;Janeiro;2025;85
Aérea;São Paulo;Bulgária;Janeiro;2025;1
Aérea;São Paulo;Bulgária;Janeiro;2025;89
Aérea;Santa Catarina;Bulgária;Janeiro;2025;4
Aérea;Rio Grande do Sul;Bulgária;Janeiro;2025;1
Terrestre;Amazonas;Bulgária;Janeiro;2025;5
Terrestre;Roraima;Bulgária;Janeiro;2025;3
Terrestre;Paraná;Bulgária;Janeiro;2025;3
Terrestre;Paraná;Bulgária;Janeiro;2025;57
Terrestre;Rio Grande do Sul;Bulgária;Janeiro;2025;3
Marítima;Ceará;Bulgária;Janeiro;2025;2
Marítima;Pernambuco;Bulgária;Janeiro;2025;2
Marítima;Bahia;Bulgária;Janeiro;2025;3
Marítima;Rio de Janeiro;Bulgária;Janeiro;2025;1
Marítima;São Paulo;Bulgária;Janeiro;2025;1
Marítima;Santa Catarina;Bulgária;Janeiro;2025;29
Marítima;Santa Catarina;Bulgária;Janeiro;2025;2
Aérea;São Paulo;Burkina Faso;Janeiro;2025;10
Aérea;São Paulo;Burundi;Janeiro;2025;5
Aérea;São Paulo;Butão;Janeiro;2025;1
Aérea;Amazonas;Bélgica;Janeiro;2025;2
Aérea;Pará;Bélgica;Janeiro;2025;3
Aérea;Ceará;Bélgica;Janeiro;2025;70
Aérea;Rio Grande do Norte;Bélgica;Janeiro;2025;18
Aérea;Pernambuco;Bélgica;Janeiro;2025;28
Aérea;Alagoas;Bélgica;Janeiro;2025;2
Aérea;Bahia;Bélgica;Janeiro;2025;76
Aérea;Minas Gerais;Bélgica;Janeiro;2025;18
Aérea;Rio de Janeiro;Bélgica;Janeiro;2025;524
Aérea;São Paulo;Bélgica;Janeiro;2025;7
Aérea;São Paulo;Bélgica;Janeiro;2025;869
Aérea;Paraná;Bélgica;Janeiro;2025;1
Aérea;Santa Catarina;Bélgica;Janeiro;2025;22
Aérea;Distrito Federal;Bélgica;Janeiro;2025;16
Terrestre;Amazonas;Bélgica;Janeiro;2025;9
Terrestre;Roraima;Bélgica;Janeiro;2025;1
Terrestre;Roraima;Bélgica;Janeiro;2025;3
Terrestre;Amapá;Bélgica;Janeiro;2025;8
Terrestre;Paraná;Bélgica;Janeiro;2025;13
Terrestre;Paraná;Bélgica;Janeiro;2025;106
Terrestre;Rio Grande do Sul;Bélgica;Janeiro;2025;8
Terrestre;Rio Grande do Sul;Bélgica;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Bélgica;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Bélgica;Janeiro;2025;7
Terrestre;Mato Grosso do Sul;Bélgica;Janeiro;2025;3
Marítima;Ceará;Bélgica;Janeiro;2025;2
Marítima;Paraíba;Bélgica;Janeiro;2025;1
Marítima;Pernambuco;Bélgica;Janeiro;2025;1
Marítima;Bahia;Bélgica;Janeiro;2025;45
Marítima;Rio de Janeiro;Bélgica;Janeiro;2025;14
Marítima;São Paulo;Bélgica;Janeiro;2025;1
Marítima;Paraná;Bélgica;Janeiro;2025;1
Marítima;Santa Catarina;Bélgica;Janeiro;2025;3
Marítima;Santa Catarina;Bélgica;Janeiro;2025;7
Fluvial;Pará;Bélgica;Janeiro;2025;4
Fluvial;Amapá;Bélgica;Janeiro;2025;5
Fluvial;Rio Grande do Sul;Bélgica;Janeiro;2025;1
Aérea;Minas Gerais;Bósnia-Herzegovina;Janeiro;2025;1
Aérea;Rio de Janeiro;Bósnia-Herzegovina;Janeiro;2025;10
Aérea;São Paulo;Bósnia-Herzegovina;Janeiro;2025;20
Aérea;Ceará;Cabo Verde;Janeiro;2025;5
Aérea;Pernambuco;Cabo Verde;Janeiro;2025;2
Aérea;Alagoas;Cabo Verde;Janeiro;2025;1
Aérea;Rio de Janeiro;Cabo Verde;Janeiro;2025;9
Aérea;São Paulo;Cabo Verde;Janeiro;2025;40
Aérea;Bahia;Camarões;Janeiro;2025;1
Aérea;Rio de Janeiro;Camarões;Janeiro;2025;1
Aérea;São Paulo;Camarões;Janeiro;2025;100
Aérea;São Paulo;Camboja;Janeiro;2025;2
Aérea;Amazonas;Canadá;Janeiro;2025;64
Aérea;Pará;Canadá;Janeiro;2025;10
Aérea;Ceará;Canadá;Janeiro;2025;31
Aérea;Rio Grande do Norte;Canadá;Janeiro;2025;2
Aérea;Pernambuco;Canadá;Janeiro;2025;16
Aérea;Alagoas;Canadá;Janeiro;2025;1
Aérea;Bahia;Canadá;Janeiro;2025;9
Aérea;Minas Gerais;Canadá;Janeiro;2025;22
Aérea;Rio de Janeiro;Canadá;Janeiro;2025;2200
Aérea;São Paulo;Canadá;Janeiro;2025;7
Aérea;São Paulo;Canadá;Janeiro;2025;6132
Aérea;Paraná;Canadá;Janeiro;2025;6
Aérea;Paraná;Canadá;Janeiro;2025;10
Aérea;Santa Catarina;Canadá;Janeiro;2025;64
Aérea;Rio Grande do Sul;Canadá;Janeiro;2025;10
Aérea;Distrito Federal;Canadá;Janeiro;2025;33
Terrestre;Amazonas;Canadá;Janeiro;2025;3
Terrestre;Roraima;Canadá;Janeiro;2025;14
Terrestre;Roraima;Canadá;Janeiro;2025;6
Terrestre;Paraná;Canadá;Janeiro;2025;34
Terrestre;Paraná;Canadá;Janeiro;2025;608
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2025;13
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2025;8
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2025;1
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2025;6
Terrestre;Mato Grosso do Sul;Canadá;Janeiro;2025;15
Terrestre;Mato Grosso do Sul;Canadá;Janeiro;2025;2
Marítima;Ceará;Canadá;Janeiro;2025;36
Marítima;Pernambuco;Canadá;Janeiro;2025;9
Marítima;Pernambuco;Canadá;Janeiro;2025;1
Marítima;Bahia;Canadá;Janeiro;2025;115
Marítima;Rio de Janeiro;Canadá;Janeiro;2025;622
Marítima;São Paulo;Canadá;Janeiro;2025;1
Marítima;São Paulo;Canadá;Janeiro;2025;4
Marítima;Santa Catarina;Canadá;Janeiro;2025;25
Marítima;Santa Catarina;Canadá;Janeiro;2025;145
Fluvial;Pará;Canadá;Janeiro;2025;36
Fluvial;Amapá;Canadá;Janeiro;2025;234
Fluvial;Amapá;Canadá;Janeiro;2025;2
Fluvial;Rio Grande do Sul;Canadá;Janeiro;2025;2
Fluvial;Rio Grande do Sul;Canadá;Janeiro;2025;1
Aérea;Bahia;Casaquistão;Janeiro;2025;1
Aérea;Rio de Janeiro;Casaquistão;Janeiro;2025;15
Aérea;São Paulo;Casaquistão;Janeiro;2025;1
Aérea;São Paulo;Casaquistão;Janeiro;2025;56
Aérea;Santa Catarina;Casaquistão;Janeiro;2025;1
Aérea;Distrito Federal;Casaquistão;Janeiro;2025;3
Terrestre;Paraná;Casaquistão;Janeiro;2025;6
Marítima;Rio de Janeiro;Casaquistão;Janeiro;2025;3
Marítima;Santa Catarina;Casaquistão;Janeiro;2025;3
Marítima;Santa Catarina;Casaquistão;Janeiro;2025;1
Aérea;Rio de Janeiro;Catar;Janeiro;2025;1
Aérea;São Paulo;Catar;Janeiro;2025;15
Aérea;São Paulo;Chade;Janeiro;2025;3
Aérea;Pará;Chile;Janeiro;2025;2
Aérea;Ceará;Chile;Janeiro;2025;261
Aérea;Rio Grande do Norte;Chile;Janeiro;2025;1
Aérea;Pernambuco;Chile;Janeiro;2025;426
Aérea;Alagoas;Chile;Janeiro;2025;3
Aérea;Bahia;Chile;Janeiro;2025;3
Aérea;Bahia;Chile;Janeiro;2025;1500
Aérea;Minas Gerais;Chile;Janeiro;2025;176
Aérea;Rio de Janeiro;Chile;Janeiro;2025;48789
Aérea;São Paulo;Chile;Janeiro;2025;10
Aérea;São Paulo;Chile;Janeiro;2025;16603
Aérea;Paraná;Chile;Janeiro;2025;1730
Aérea;Paraná;Chile;Janeiro;2025;298
Aérea;Santa Catarina;Chile;Janeiro;2025;30222
Aérea;Rio Grande do Sul;Chile;Janeiro;2025;400
Aérea;Distrito Federal;Chile;Janeiro;2025;365
Terrestre;Rondônia;Chile;Janeiro;2025;2
Terrestre;Acre;Chile;Janeiro;2025;9
Terrestre;Amazonas;Chile;Janeiro;2025;4
Terrestre;Roraima;Chile;Janeiro;2025;1
Terrestre;Roraima;Chile;Janeiro;2025;3
Terrestre;Amapá;Chile;Janeiro;2025;4
Terrestre;Paraná;Chile;Janeiro;2025;322
Terrestre;Paraná;Chile;Janeiro;2025;1050
Terrestre;Paraná;Chile;Janeiro;2025;1
Terrestre;Santa Catarina;Chile;Janeiro;2025;22
Terrestre;Santa Catarina;Chile;Janeiro;2025;4
Terrestre;Rio Grande do Sul;Chile;Janeiro;2025;4
Terrestre;Rio Grande do Sul;Chile;Janeiro;2025;144
Terrestre;Rio Grande do Sul;Chile;Janeiro;2025;41
Terrestre;Rio Grande do Sul;Chile;Janeiro;2025;17
Terrestre;Rio Grande do Sul;Chile;Janeiro;2025;88
Terrestre;Rio Grande do Sul;Chile;Janeiro;2025;53
Terrestre;Rio Grande do Sul;Chile;Janeiro;2025;405
Terrestre;Mato Grosso do Sul;Chile;Janeiro;2025;33
Terrestre;Mato Grosso do Sul;Chile;Janeiro;2025;4
Marítima;Ceará;Chile;Janeiro;2025;2
Marítima;Bahia;Chile;Janeiro;2025;2
Marítima;Rio de Janeiro;Chile;Janeiro;2025;125
Marítima;São Paulo;Chile;Janeiro;2025;29
Marítima;São Paulo;Chile;Janeiro;2025;35
